OP_Name,Instance,Status,ColorTime,LabellingTime,UsingMIP,UsingPolyColors,Notes,TotalTime,Solution
OP(23),0,Solved,0.0031,0.0900,false,true,OP(3),0.3149,"(\infty, (7,1), (6,2), (9,2), (1,1), (0,1), (1,2), (2,2), (2,1), (5,1), (3,2), (5,2), (9,1), (4,1), (10,2), (4,2), (10,1), (3,1), (7,2), (0,2), (8,1), (6,1), (8,2)) "
"OP(3,20)",0,Solved,0.0001,0.0600,false,true,OP(3),0.0582,"(\infty, (7,2), (1,1)) ((8,2), (5,2), (3,1), (9,1), (9,2), (4,2), (5,1), (2,1), (3,2), (1,2), (7,1), (6,1), (10,2), (0,2), (8,1), (10,1), (6,2), (2,2), (4,1), (0,1)) "
"OP(19,4)",0,Solved,0.0000,0.0300,false,true,OP(3),0.0464,"(\infty, (2,1), (2,2), (6,2), (8,1), (0,1), (1,2), (10,2), (4,1), (10,1), (4,2), (9,2), (6,1), (7,1), (3,2), (0,2), (3,1), (1,1), (5,2)) ((8,2), (7,2), (5,1), (9,1)) "
"OP(5,18)",0,Solved,0.0001,0.0800,false,true,"OP(5,6)",0.0852,"(\infty, (6,1), (10,1), (5,1), (5,2)) ((3,2), (10,2), (9,1), (8,1), (6,2), (9,2), (1,1), (3,1), (2,2), (0,2), (4,1), (7,1), (1,2), (7,2), (8,2), (2,1), (4,2), (0,1)) "
"OP(17,6)",0,Solved,0.0000,0.0600,false,true,"OP(5,6)",0.0695,"(\infty, (10,1), (4,1), (0,1), (6,2), (4,2), (3,1), (5,1), (5,2), (1,2), (2,1), (1,1), (8,2), (3,2), (6,1), (9,1), (7,2)) ((8,1), (2,2), (10,2), (9,2), (7,1), (0,2)) "
"OP(3,3,17)",0,Solved,0.0001,0.0900,false,true,OP(3),0.1015,"(\infty, (0,2), (3,1)) ((0,1), (1,2), (4,2)) ((3,2), (8,2), (10,2), (4,1), (6,2), (7,2), (7,1), (6,1), (5,2), (9,2), (2,1), (8,1), (2,2), (10,1), (1,1), (9,1), (5,1)) "
"OP(7,16)",0,Solved,0.0000,0.0800,false,true,OP(3),0.0836,"(\infty, (1,1), (0,2), (3,2), (9,1), (5,1), (9,2)) ((1,2), (8,2), (2,1), (3,1), (5,2), (10,2), (10,1), (8,1), (6,2), (7,2), (4,1), (7,1), (4,2), (2,2), (6,1), (0,1)) "
"OP(3,4,16)",0,Solved,0.0000,0.0800,false,true,OP(3),0.0772,"(\infty, (3,2), (2,1)) ((0,2), (1,2), (5,1), (7,1)) ((5,2), (10,2), (0,1), (3,1), (6,2), (8,2), (6,1), (1,1), (7,2), (4,2), (10,1), (9,1), (9,2), (2,2), (4,1), (8,1)) "
"OP(15,8)",0,Solved,0.0000,0.0500,false,true,OP(3),0.0525,"(\infty, (4,1), (4,2), (3,2), (0,1), (8,1), (10,2), (1,2), (7,1), (5,1), (2,2), (7,2), (6,1), (10,1), (6,2)) ((5,2), (9,2), (3,1), (9,1), (8,2), (0,2), (2,1), (1,1)) "
"OP(3,5,15)",0,Solved,0.0002,0.1200,false,true,OP(3),0.1169,"(\infty, (9,1), (4,2), (3,2), (9,2), (5,1), (2,2), (0,2), (4,1), (2,1), (5,2), (1,2), (0,1), (10,1), (8,2)) ((3,1), (7,1), (1,1), (6,2), (6,1)) ((8,1), (7,2), (10,2)) "
