OP_Name;Instance;Status;LabellingTime;Notes;TotalTime;Solution
OP(34,7,5,3);0;Solved;0,2600;CriticalPath [10, 11, 12, 13];1,3607;(\infty, (21,1), (5,2), (13,1), (3,2), (6,1), (15,2), (18,2), (11,1), (7,2), (20,1), (0,1), (12,1), (12,2), (0,2), (13,2), (4,2), (8,2), (2,2), (3,1), (14,1), (23,1), (16,1), (22,1), (1,1), (23,2), (21,2), (2,1), (20,2), (17,1), (6,2), (11,2), (1,2), (17,2)) ((18,1), (19,2), (15,1), (7,1), (22,2), (5,1), (19,1)) ((8,1), (10,1), (16,2), (9,2), (10,2)) ((14,2), (4,1), (9,1))
OP(33,13,3);0;Solved;0,3040;CriticalPath [10, 11, 12, 13];1,4204;(\infty, (17,1), (4,2), (7,1), (23,2), (3,1), (6,2), (8,2), (15,1), (9,2), (20,1), (0,1), (12,1), (12,2), (0,2), (18,2), (22,2), (15,2), (20,2), (6,1), (9,1), (1,1), (8,1), (13,1), (2,1), (3,2), (14,2), (16,1), (7,2), (23,1), (1,2), (16,2), (17,2)) ((10,1), (4,1), (10,2), (5,1), (14,1), (13,2), (18,1), (19,1), (21,1), (11,1), (21,2), (11,2), (19,2)) ((5,2), (2,2), (22,1))
OP(33,11,5);0;Solved;0,1340;CriticalPath [10, 11, 12, 13];1,5033;(\infty, (2,1), (5,2), (1,1), (2,2), (3,1), (16,2), (19,2), (4,1), (13,2), (5,1), (0,1), (12,1), (12,2), (0,2), (14,2), (21,2), (3,2), (23,2), (18,1), (7,1), (6,1), (10,1), (16,1), (19,1), (1,2), (17,2), (15,1), (9,2), (17,1), (15,2), (20,2), (18,2)) ((9,1), (11,1), (4,2), (8,1), (22,1), (8,2), (13,1), (21,1), (14,1), (23,1), (6,2)) ((7,2), (22,2), (11,2), (10,2), (20,1))
OP(33,9,7);0;Solved;0,0870;CriticalPath [10, 11, 12, 13];1,2213;(\infty, (2,1), (4,2), (7,1), (18,2), (15,1), (5,2), (9,2), (8,1), (13,2), (9,1), (0,1), (12,1), (12,2), (0,2), (11,2), (17,2), (19,2), (16,2), (10,1), (3,1), (2,2), (4,1), (23,1), (5,1), (1,2), (6,1), (22,1), (6,2), (21,1), (14,2), (21,2), (22,2)) ((11,1), (13,1), (7,2), (16,1), (20,1), (3,2), (17,1), (14,1), (1,1)) ((18,1), (10,2), (20,2), (15,2), (23,2), (8,2), (19,1))
OP(33,9,4,3);0;Solved;0,1560;CriticalPath [10, 11, 12, 13];1,2741;(\infty, (16,1), (19,2), (8,1), (14,2), (5,1), (1,2), (7,2), (23,1), (13,2), (21,1), (0,1), (12,1), (12,2), (0,2), (5,2), (3,2), (10,2), (20,2), (3,1), (11,1), (18,1), (14,1), (15,1), (6,1), (16,2), (8,2), (1,1), (23,2), (2,1), (15,2), (11,2), (2,2)) ((4,1), (10,1), (4,2), (9,1), (19,1), (21,2), (20,1), (22,1), (17,1)) ((7,1), (22,2), (9,2), (6,2)) ((17,2), (18,2), (13,1))
OP(33,8,5,3);0;Solved;0,0740;CriticalPath [10, 11, 12, 13];1,1778;(\infty, (23,1), (4,2), (17,1), (13,2), (3,1), (5,2), (7,2), (16,1), (9,2), (19,1), (0,1), (12,1), (12,2), (0,2), (17,2), (16,2), (21,2), (1,2), (22,1), (11,1), (13,1), (4,1), (7,1), (14,1), (8,2), (22,2), (6,1), (10,2), (15,1), (14,2), (20,2), (11,2)) ((8,1), (18,1), (15,2), (9,1), (5,1), (18,2), (10,1), (2,1)) ((21,1), (20,1), (3,2), (19,2), (6,2)) ((2,2), (23,2), (1,1))
OP(33,7,6,3);0;Solved;0,1910;CriticalPath [10, 11, 12, 13];1,2859;(\infty, (2,1), (3,2), (4,1), (6,2), (3,1), (7,2), (21,2), (7,1), (23,2), (8,1), (0,1), (12,1), (12,2), (0,2), (20,2), (13,2), (18,2), (17,2), (9,1), (13,1), (14,1), (16,1), (23,1), (17,1), (14,2), (22,2), (5,1), (1,2), (6,1), (16,2), (19,2), (10,2)) ((11,1), (22,1), (4,2), (19,1), (10,1), (8,2), (1,1)) ((18,1), (15,1), (20,1), (9,2), (11,2), (5,2)) ((2,2), (15,2), (21,1))
OP(33,7,5,4);0;Solved;0,0920;CriticalPath [10, 11, 12, 13];1,2308;(\infty, (3,1), (5,2), (4,1), (13,2), (15,1), (10,2), (18,2), (5,1), (23,2), (6,1), (0,1), (12,1), (12,2), (0,2), (9,2), (14,2), (16,2), (17,2), (7,1), (11,1), (2,1), (13,1), (10,1), (20,1), (1,2), (22,2), (14,1), (6,2), (16,1), (7,2), (11,2), (21,2)) ((17,1), (18,1), (15,2), (19,1), (21,1), (4,2), (22,1)) ((8,1), (1,1), (9,1), (8,2), (19,2)) ((2,2), (20,2), (3,2), (23,1))
OP(33,7,3,3,3);0;Solved;0,1970;CriticalPath [10, 11, 12, 13];1,3867;(\infty, (6,1), (17,2), (9,1), (3,2), (10,1), (14,2), (23,2), (2,1), (1,2), (5,1), (0,1), (12,1), (12,2), (0,2), (11,2), (21,2), (13,2), (8,2), (7,1), (18,1), (4,2), (1,1), (21,1), (15,1), (20,2), (11,1), (14,1), (6,2), (16,1), (5,2), (7,2), (10,2)) ((20,1), (4,1), (2,2), (19,1), (17,1), (19,2), (13,1)) ((23,1), (22,1), (8,1)) ((9,2), (15,2), (16,2)) ((22,2), (18,2), (3,1))
OP(33,5,4,4,3);0;Solved;0,0870;CriticalPath [10, 11, 12, 13];1,1851;(\infty, (1,1), (5,2), (4,1), (7,2), (5,1), (21,2), (17,2), (6,1), (14,2), (18,1), (0,1), (12,1), (12,2), (0,2), (10,2), (4,2), (9,2), (20,2), (7,1), (9,1), (20,1), (11,1), (14,1), (21,1), (2,2), (19,2), (2,1), (1,2), (3,1), (18,2), (15,2), (13,2)) ((8,1), (16,1), (6,2), (23,1), (22,1)) ((16,2), (19,1), (15,1), (10,1)) ((13,1), (8,2), (23,2), (22,2)) ((3,2), (11,2), (17,1))
OP(32,9,5,3);0;Solved;0,2010;CriticalPath [3, 4, 5, 6];1,3153;(\infty, (19,1), (16,2), (13,1), (0,1), (12,1), (12,2), (0,2), (5,1), (3,2), (10,1), (20,1), (4,1), (8,2), (13,2), (6,2), (14,2), (20,2), (5,2), (16,1), (18,1), (21,1), (22,1), (15,1), (9,1), (23,2), (1,2), (2,1), (4,2), (17,1), (18,2), (17,2)) ((9,2), (3,1), (7,1), (22,2), (6,1), (11,1), (19,2), (14,1), (23,1)) ((1,1), (21,2), (11,2), (7,2), (10,2)) ((2,2), (15,2), (8,1))
OP(31,15,3);0;Solved;0,2020;CriticalPath [10, 11, 12, 13];1,3075;(\infty, (2,1), (3,2), (1,1), (6,2), (3,1), (22,2), (17,2), (4,1), (19,2), (5,1), (0,1), (12,1), (12,2), (0,2), (23,2), (7,2), (20,2), (13,2), (6,1), (7,1), (14,1), (8,1), (18,1), (15,1), (9,2), (15,2), (19,1), (5,2), (23,1), (10,2)) ((21,2), (18,2), (9,1), (11,1), (4,2), (20,1), (16,1), (8,2), (10,1), (21,1), (13,1), (22,1), (2,2), (11,2), (1,2)) ((14,2), (16,2), (17,1))
OP(31,13,5);0;Solved;0,4720;CriticalPath [10, 11, 12, 13];1,6043;(\infty, (7,1), (14,2), (1,1), (5,2), (19,1), (4,2), (19,2), (3,1), (6,2), (15,1), (0,1), (12,1), (12,2), (0,2), (20,2), (22,2), (11,2), (21,2), (10,1), (18,1), (20,1), (16,1), (5,1), (11,1), (7,2), (10,2), (17,1), (23,2), (2,1), (3,2)) ((15,2), (9,2), (14,1), (4,1), (2,2), (21,1), (22,1), (16,2), (8,1), (13,1), (6,1), (9,1), (8,2)) ((1,2), (17,2), (18,2), (13,2), (23,1))
OP(31,11,7);0;Solved;0,1380;CriticalPath [10, 11, 12, 13];1,2484;(\infty, (2,1), (5,2), (1,1), (2,2), (3,1), (23,2), (14,2), (4,1), (13,2), (5,1), (0,1), (12,1), (12,2), (0,2), (3,2), (19,2), (21,2), (1,2), (18,1), (7,1), (6,1), (10,1), (19,1), (16,1), (10,2), (17,2), (15,1), (7,2), (20,1), (18,2)) ((20,2), (6,2), (9,1), (11,1), (4,2), (23,1), (17,1), (8,2), (13,1), (21,1), (14,1)) ((8,1), (22,2), (9,2), (15,2), (16,2), (11,2), (22,1))
OP(31,11,4,3);0;Solved;0,1710;CriticalPath [11, 12, 13, 14];1,2558;(\infty, (1,1), (7,2), (4,1), (6,2), (5,1), (20,2), (15,2), (6,1), (22,2), (18,1), (7,1), (0,1), (12,1), (12,2), (0,2), (11,2), (14,2), (18,2), (8,1), (9,1), (15,1), (19,1), (11,1), (20,1), (3,2), (10,2), (2,1), (1,2), (3,1), (17,2)) ((23,2), (9,2), (14,1), (16,1), (13,2), (17,1), (22,1), (16,2), (23,1), (13,1), (10,1)) ((4,2), (5,2), (21,2), (19,2)) ((2,2), (8,2), (21,1))
OP(31,10,5,3);0;Solved;0,6750;CriticalPath [3, 4, 5, 6];1,7859;(\infty, (5,1), (18,2), (4,1), (0,1), (12,1), (12,2), (0,2), (20,1), (14,2), (22,1), (17,1), (1,1), (22,2), (11,2), (5,2), (13,2), (23,2), (20,2), (3,1), (18,1), (16,1), (13,1), (14,1), (7,1), (10,2), (1,2), (2,1), (3,2), (8,1), (19,2)) ((17,2), (15,2), (10,1), (23,1), (6,2), (21,1), (15,1), (21,2), (19,1), (9,1)) ((6,1), (16,2), (9,2), (8,2), (4,2)) ((2,2), (7,2), (11,1))
OP(31,9,6,3);0;Solved;0,2010;CriticalPath [3, 4, 5, 6];1,5171;(\infty, (2,1), (4,2), (21,1), (0,1), (12,1), (12,2), (0,2), (20,1), (13,2), (19,1), (6,1), (8,1), (21,2), (23,2), (17,2), (1,2), (2,2), (7,2), (11,1), (3,1), (4,1), (14,1), (9,1), (5,1), (3,2), (16,2), (10,1), (5,2), (15,1), (20,2)) ((19,2), (9,2), (18,1), (1,1), (22,2), (13,1), (22,1), (8,2), (16,1)) ((23,1), (17,1), (18,2), (11,2), (14,2), (10,2)) ((6,2), (15,2), (7,1))
OP(31,9,5,4);0;Solved;0,1190;CriticalPath [3, 4, 5, 6];1,2524;(\infty, (19,1), (9,2), (16,1), (0,1), (12,1), (12,2), (0,2), (2,1), (5,2), (6,1), (9,1), (4,1), (10,2), (21,2), (19,2), (18,2), (14,2), (17,2), (10,1), (21,1), (11,1), (15,1), (8,1), (14,1), (23,2), (16,2), (20,1), (7,2), (23,1), (15,2)) ((3,2), (13,2), (22,1), (13,1), (8,2), (3,1), (5,1), (2,2), (1,1)) ((17,1), (18,1), (4,2), (22,2), (6,2)) ((1,2), (20,2), (11,2), (7,1))
OP(31,9,3,3,3);0;Solved;1,8640;CriticalPath [10, 11, 12, 13];2,9764;(\infty, (23,1), (1,2), (21,1), (5,2), (8,1), (19,2), (2,2), (3,1), (10,2), (7,1), (0,1), (12,1), (12,2), (0,2), (14,2), (22,2), (16,2), (7,2), (6,1), (5,1), (11,1), (9,1), (1,1), (10,1), (8,2), (13,2), (20,1), (6,2), (15,1), (9,2)) ((17,2), (4,2), (14,1), (18,1), (3,2), (22,1), (17,1), (23,2), (4,1)) ((13,1), (16,1), (2,1)) ((20,2), (21,2), (18,2)) ((15,2), (11,2), (19,1))
OP(31,8,7,3);0;Solved;0,2720;CriticalPath [10, 11, 12, 13];1,3606;(\infty, (2,1), (3,2), (4,1), (6,2), (3,1), (7,2), (2,2), (5,1), (10,2), (14,1), (0,1), (12,1), (12,2), (0,2), (13,2), (9,2), (15,2), (5,2), (18,1), (17,1), (23,1), (16,1), (20,1), (15,1), (4,2), (21,2), (7,1), (22,2), (6,1), (14,2)) ((23,2), (8,2), (1,1), (22,1), (16,2), (21,1), (8,1), (1,2)) ((10,1), (19,1), (11,1), (9,1), (18,2), (17,2), (20,2)) ((11,2), (19,2), (13,1))
OP(31,7,6,5);0;Solved;0,0890;CriticalPath [10, 11, 12, 13];1,2078;(\infty, (21,1), (10,2), (2,1), (7,2), (11,1), (21,2), (11,2), (19,1), (14,2), (7,1), (0,1), (12,1), (12,2), (0,2), (18,2), (13,2), (16,2), (15,2), (16,1), (14,1), (3,1), (13,1), (4,1), (10,1), (19,2), (17,2), (20,1), (2,2), (23,1), (1,2)) ((20,2), (5,2), (1,1), (9,1), (3,2), (5,1), (6,1)) ((4,2), (17,1), (22,1), (18,1), (15,1), (8,2)) ((23,2), (6,2), (22,2), (9,2), (8,1))
OP(31,7,5,3,3);0;Solved;0,2820;CriticalPath [10, 11, 12, 13];1,3651;(\infty, (8,1), (17,2), (2,1), (20,2), (9,1), (1,2), (7,2), (23,1), (6,2), (17,1), (0,1), (12,1), (12,2), (0,2), (16,2), (14,2), (19,2), (15,2), (5,1), (18,1), (22,1), (20,1), (10,1), (11,1), (13,2), (4,2), (3,1), (23,2), (1,1), (22,2)) ((9,2), (2,2), (7,1), (13,1), (18,2), (14,1), (6,1)) ((3,2), (4,1), (19,1), (16,1), (21,1)) ((21,2), (11,2), (10,2)) ((5,2), (8,2), (15,1))
OP(31,7,4,4,3);0;Solved;0,3630;CriticalPath [11, 12, 13, 14];1,4524;(\infty, (2,1), (1,2), (3,1), (10,2), (17,1), (11,2), (14,2), (10,1), (5,2), (4,1), (13,1), (0,1), (12,1), (12,2), (0,2), (15,2), (23,2), (17,2), (11,1), (16,1), (20,1), (23,1), (21,1), (15,1), (7,2), (21,2), (7,1), (3,2), (6,1), (16,2)) ((6,2), (4,2), (1,1), (8,1), (19,2), (14,1), (22,1)) ((20,2), (18,1), (19,1), (5,1)) ((2,2), (13,2), (8,2), (9,2)) ((18,2), (22,2), (9,1))
OP(31,6,5,4,3);0;Solved;0,2210;CriticalPath [11, 12, 13, 14];1,4032;(\infty, (2,1), (3,2), (6,1), (11,2), (17,1), (13,2), (19,2), (3,1), (2,2), (22,1), (21,1), (0,1), (12,1), (12,2), (0,2), (17,2), (16,2), (8,2), (13,1), (11,1), (20,1), (15,1), (9,1), (16,1), (6,2), (15,2), (8,1), (21,2), (10,1), (18,2)) ((4,2), (1,2), (23,1), (7,1), (5,2), (19,1)) ((4,1), (7,2), (1,1), (14,1), (18,1)) ((14,2), (10,2), (23,2), (9,2)) ((20,2), (22,2), (5,1))
OP(31,5,5,5,3);0;Solved;0,0610;CriticalPath [10, 11, 12, 13];1,1558;(\infty, (11,1), (7,2), (23,1), (1,2), (2,1), (18,2), (4,2), (3,1), (10,2), (7,1), (0,1), (12,1), (12,2), (0,2), (11,2), (20,2), (17,2), (22,2), (1,1), (9,1), (15,1), (5,1), (10,1), (21,1), (8,2), (6,2), (16,1), (2,2), (20,1), (5,2)) ((15,2), (19,2), (6,1), (8,1), (23,2)) ((13,1), (4,1), (21,2), (17,1), (14,1)) ((18,1), (22,1), (3,2), (9,2), (16,2)) ((14,2), (13,2), (19,1))
OP(31,5,4,3,3,3);0;TimeLimit;5,0050;CriticalPath [32, 33, 34, 30];6,0583;
OP(31,5,4,3,3,3);1;Solved;1,1240;CriticalPath [10, 11, 12, 13];2,2245;(\infty, (2,1), (4,2), (3,1), (11,2), (5,1), (3,2), (9,2), (6,1), (22,2), (7,1), (0,1), (12,1), (12,2), (0,2), (17,2), (20,2), (5,2), (21,2), (8,1), (11,1), (8,2), (9,1), (1,1), (10,1), (19,2), (23,2), (13,1), (7,2), (17,1), (10,2)) ((18,2), (13,2), (18,1), (20,1), (16,2)) ((16,1), (21,1), (2,2), (22,1)) ((4,1), (14,1), (15,1)) ((1,2), (14,2), (15,2)) ((19,1), (6,2), (23,1))
OP(30,11,5,3);0;Solved;0,0770;CriticalPath [10, 11, 12, 13];1,2426;(\infty, (4,1), (23,2), (1,1), (6,2), (2,1), (8,2), (11,2), (8,1), (4,2), (13,1), (0,1), (12,1), (12,2), (0,2), (17,2), (21,2), (20,2), (18,2), (16,1), (22,1), (17,1), (14,1), (15,1), (6,1), (15,2), (10,2), (9,1), (16,2), (22,2)) ((3,2), (14,2), (5,2), (19,1), (5,1), (2,2), (3,1), (20,1), (7,2), (18,1), (10,1)) ((7,1), (11,1), (19,2), (9,2), (1,2)) ((13,2), (21,1), (23,1))
OP(30,9,7,3);0;Solved;0,2050;CriticalPath [10, 11, 12, 13];1,3192;(\infty, (2,1), (3,2), (1,1), (7,2), (3,1), (23,2), (18,2), (4,1), (22,2), (5,1), (0,1), (12,1), (12,2), (0,2), (14,2), (13,2), (9,2), (15,2), (18,1), (7,1), (16,2), (6,1), (8,1), (15,1), (6,2), (17,2), (14,1), (23,1), (10,2)) ((11,2), (20,2), (4,2), (9,1), (13,1), (5,2), (16,1), (10,1), (8,2)) ((22,1), (21,1), (11,1), (19,1), (2,2), (19,2), (21,2)) ((1,2), (17,1), (20,1))
OP(30,7,5,4,3);0;Solved;0,2110;CriticalPath [10, 11, 12, 13];1,3168;(\infty, (4,1), (10,2), (6,1), (23,2), (14,1), (6,2), (14,2), (20,1), (4,2), (13,1), (0,1), (12,1), (12,2), (0,2), (7,2), (11,2), (16,2), (19,2), (9,1), (7,1), (1,1), (15,1), (11,1), (2,1), (3,2), (18,2), (19,1), (9,2), (22,2)) ((2,2), (20,2), (21,2), (8,1), (5,1), (8,2), (21,1)) ((3,1), (1,2), (23,1), (18,1), (10,1)) ((22,1), (5,2), (15,2), (17,2)) ((13,2), (16,1), (17,1))
OP(29,17,3);0;Solved;0,2340;CriticalPath [10, 11, 12, 13];1,3705;(\infty, (17,1), (7,2), (20,1), (4,2), (15,1), (9,2), (22,2), (2,1), (11,2), (7,1), (0,1), (12,1), (12,2), (0,2), (8,2), (17,2), (19,2), (23,2), (16,1), (13,1), (3,1), (14,1), (18,1), (23,1), (21,2), (16,2), (10,1), (5,2)) ((22,1), (3,2), (20,2), (2,2), (1,1), (9,1), (6,2), (4,1), (19,1), (10,2), (11,1), (5,1), (6,1), (8,1), (18,2), (15,2), (1,2)) ((14,2), (13,2), (21,1))
OP(29,15,5);0;Solved;0,0590;CriticalPath [10, 11, 12, 13];1,1865;(\infty, (13,1), (4,2), (10,1), (6,2), (2,1), (1,2), (2,2), (9,1), (7,2), (17,1), (0,1), (12,1), (12,2), (0,2), (3,2), (5,2), (9,2), (15,2), (5,1), (23,1), (15,1), (19,1), (21,1), (22,1), (11,2), (16,2), (7,1), (13,2)) ((16,1), (18,2), (10,2), (20,2), (4,1), (18,1), (19,2), (14,1), (1,1), (22,2), (3,1), (8,1), (11,1), (20,1), (23,2)) ((14,2), (21,2), (8,2), (17,2), (6,1))
OP(29,13,7);0;Solved;0,2270;CriticalPath [10, 11, 12, 13];1,3497;(\infty, (17,1), (23,2), (8,1), (6,2), (19,1), (3,2), (17,2), (18,1), (4,2), (3,1), (0,1), (12,1), (12,2), (0,2), (19,2), (8,2), (10,2), (16,2), (7,1), (15,1), (9,2), (14,1), (9,1), (5,1), (22,2), (2,2), (23,1), (1,2)) ((11,1), (7,2), (15,2), (18,2), (13,1), (6,1), (13,2), (16,1), (22,1), (11,2), (21,1), (10,1), (20,1)) ((4,1), (20,2), (21,2), (14,2), (5,2), (1,1), (2,1))
OP(29,13,4,3);0;Solved;0,1010;CriticalPath [10, 11, 12, 13];1,1942;(\infty, (5,1), (3,2), (8,1), (4,2), (17,1), (21,2), (5,2), (14,1), (15,2), (13,1), (0,1), (12,1), (12,2), (0,2), (6,2), (7,2), (9,2), (13,2), (7,1), (15,1), (20,1), (22,1), (16,1), (23,1), (8,2), (18,2), (2,1), (1,2)) ((10,1), (20,2), (17,2), (2,2), (9,1), (6,1), (11,2), (21,1), (1,1), (22,2), (4,1), (18,1), (19,1)) ((3,1), (10,2), (23,2), (16,2)) ((14,2), (19,2), (11,1))
OP(29,12,5,3);0;Solved;0,3490;CriticalPath [10, 11, 12, 13];1,4398;(\infty, (2,1), (1,2), (23,1), (19,2), (9,1), (23,2), (5,2), (16,1), (8,2), (7,1), (0,1), (12,1), (12,2), (0,2), (11,2), (6,2), (9,2), (13,2), (10,1), (21,1), (11,1), (20,1), (18,1), (13,1), (7,2), (16,2), (5,1), (20,2)) ((22,1), (3,2), (10,2), (2,2), (17,1), (1,1), (22,2), (3,1), (4,1), (21,2), (15,1), (19,1)) ((8,1), (14,1), (18,2), (17,2), (15,2)) ((4,2), (14,2), (6,1))
OP(29,11,9);0;Solved;0,1370;CriticalPath [10, 11, 12, 13];1,3005;(\infty, (2,1), (3,2), (1,1), (6,2), (3,1), (21,2), (15,2), (4,1), (13,2), (5,1), (0,1), (12,1), (12,2), (0,2), (20,2), (7,2), (23,2), (1,2), (18,1), (7,1), (22,2), (6,1), (8,1), (14,1), (10,2), (17,2), (22,1), (2,2)) ((15,1), (4,2), (18,2), (19,2), (9,1), (16,1), (9,2), (19,1), (10,1), (8,2), (11,1)) ((21,1), (13,1), (23,1), (5,2), (14,2), (11,2), (16,2), (17,1), (20,1))
OP(29,11,6,3);0;Solved;0,1790;CriticalPath [10, 11, 12, 13];1,2941;(\infty, (11,1), (10,2), (4,1), (7,2), (22,1), (13,2), (8,2), (21,1), (2,2), (8,1), (0,1), (12,1), (12,2), (0,2), (17,2), (19,2), (23,2), (14,2), (17,1), (15,1), (5,1), (16,1), (9,1), (13,1), (20,2), (9,2), (19,1), (11,2)) ((23,1), (1,2), (22,2), (6,2), (10,1), (1,1), (18,2), (14,1), (20,1), (4,2), (18,1)) ((3,1), (6,1), (7,1), (5,2), (15,2), (16,2)) ((21,2), (3,2), (2,1))
