OP_Name,Instance,Status,LabellingTime,Notes,TotalTime,Solution
"OP(27,15,3)",0,Solved,"0,3740","CriticalPath [9, 10, 11, 12]","1,3165","(\infty, (10,1), (2,2), (3,1), (16,2), (4,1), (10,2), (5,1), (9,2), (7,1), (0,1), (11,1), (11,2), (0,2), (5,2), (12,2), (18,2), (15,1), (21,1), (19,1), (20,1), (16,1), (13,2), (1,2), (8,1), (13,1), (8,2)) ((15,2), (17,2), (1,1), (14,1), (21,2), (12,1), (2,1), (3,2), (17,1), (9,1), (6,1), (4,2), (7,2), (20,2), (19,2)) ((6,2), (14,2), (18,1)) "
"OP(27,13,5)",0,Solved,"0,1580","CriticalPath [9, 10, 11, 12]","1,0874","(\infty, (10,1), (17,2), (14,1), (15,2), (7,1), (12,2), (3,1), (16,2), (6,1), (0,1), (11,1), (11,2), (0,2), (6,2), (9,2), (18,2), (16,1), (19,1), (9,1), (17,1), (18,1), (10,2), (20,2), (1,1), (21,1), (14,2)) ((13,2), (21,2), (5,1), (12,1), (2,2), (4,1), (13,1), (19,2), (15,1), (20,1), (2,1), (1,2), (8,2)) ((3,2), (7,2), (5,2), (4,2), (8,1)) "
"OP(27,11,7)",0,Solved,"0,9780","CriticalPath [9, 10, 11, 12]","1,9025","(\infty, (14,1), (8,2), (6,1), (2,2), (4,1), (9,2), (12,1), (13,2), (3,1), (0,1), (11,1), (11,2), (0,2), (7,2), (19,2), (1,2), (10,1), (5,1), (9,1), (15,1), (8,1), (16,2), (17,2), (18,1), (20,1), (4,2)) ((20,2), (15,2), (1,1), (2,1), (6,2), (21,1), (13,1), (3,2), (16,1), (7,1), (17,1)) ((12,2), (10,2), (18,2), (21,2), (5,2), (14,2), (19,1)) "
"OP(27,11,4,3)",0,Solved,"0,8200","CriticalPath [9, 10, 11, 12]","1,7489","(\infty, (3,1), (4,2), (10,1), (19,2), (15,1), (6,2), (18,1), (16,2), (2,1), (0,1), (11,1), (11,2), (0,2), (7,2), (12,2), (18,2), (19,1), (14,1), (4,1), (1,1), (7,1), (13,2), (15,2), (12,1), (20,1), (5,2)) ((3,2), (21,2), (9,1), (5,1), (10,2), (13,1), (6,1), (2,2), (16,1), (17,1), (8,1)) ((9,2), (8,2), (20,2), (17,2)) ((1,2), (14,2), (21,1)) "
"OP(27,10,5,3)",0,Solved,"0,2940","CriticalPath [9, 10, 11, 12]","1,2334","(\infty, (19,1), (3,2), (7,1), (4,2), (16,1), (6,2), (8,1), (7,2), (6,1), (0,1), (11,1), (11,2), (0,2), (8,2), (10,2), (15,2), (10,1), (20,1), (5,1), (13,1), (9,1), (13,2), (19,2), (2,1), (1,1), (9,2)) ((20,2), (5,2), (12,1), (15,1), (17,1), (4,1), (21,1), (2,2), (12,2), (18,1)) ((14,1), (1,2), (14,2), (18,2), (21,2)) ((16,2), (17,2), (3,1)) "
"OP(27,9,6,3)",0,Solved,"0,1110","CriticalPath [9, 10, 11, 12]","1,0317","(\infty, (16,1), (10,2), (12,1), (8,2), (4,1), (13,2), (5,1), (6,2), (3,1), (0,1), (11,1), (11,2), (0,2), (21,2), (18,2), (6,1), (8,1), (13,1), (7,1), (15,1), (19,1), (4,2), (19,2), (9,1), (18,1), (2,2)) ((15,2), (5,2), (10,1), (20,1), (3,2), (1,1), (2,1), (1,2), (17,2)) ((14,1), (21,1), (12,2), (20,2), (16,2), (7,2)) ((9,2), (14,2), (17,1)) "
"OP(27,9,5,4)",0,Solved,"0,2320","CriticalPath [9, 10, 11, 12]","1,1611","(\infty, (1,1), (5,2), (4,1), (6,2), (9,1), (14,2), (5,1), (12,2), (6,1), (0,1), (11,1), (11,2), (0,2), (16,2), (19,2), (7,1), (8,1), (13,1), (20,1), (16,1), (18,1), (4,2), (2,2), (21,1), (12,1), (3,2)) ((21,2), (20,2), (10,1), (2,1), (1,2), (3,1), (15,1), (7,2), (17,2)) ((14,1), (17,1), (10,2), (18,2), (9,2)) ((13,2), (8,2), (15,2), (19,1)) "
"OP(27,9,3,3,3)",0,Solved,"2,2940","CriticalPath [9, 10, 11, 12]","3,2021","(\infty, (9,1), (6,2), (19,1), (4,2), (20,1), (1,2), (18,1), (14,2), (6,1), (0,1), (11,1), (11,2), (0,2), (8,2), (13,2), (15,1), (17,1), (13,1), (10,1), (2,1), (14,1), (5,2), (3,2), (21,1), (16,1), (15,2)) ((9,2), (16,2), (4,1), (5,1), (7,2), (12,1), (3,1), (18,2), (12,2)) ((8,1), (1,1), (2,2)) ((10,2), (19,2), (20,2)) ((21,2), (17,2), (7,1)) "
"OP(27,8,7,3)",0,Solved,"1,3400","CriticalPath [9, 10, 11, 12]","2,2483","(\infty, (3,1), (4,2), (1,1), (16,2), (8,1), (3,2), (18,1), (1,2), (21,1), (0,1), (11,1), (11,2), (0,2), (10,2), (14,2), (5,2), (17,1), (19,1), (10,1), (4,1), (9,1), (8,2), (9,2), (5,1), (12,1), (21,2)) ((20,2), (13,2), (7,1), (15,1), (7,2), (13,1), (16,1), (6,2)) ((20,1), (2,1), (14,1), (12,2), (18,2), (15,2), (17,2)) ((2,2), (19,2), (6,1)) "
"OP(27,7,6,5)",0,Solved,"0,0830","CriticalPath [9, 10, 11, 12]","1,0059","(\infty, (4,1), (20,2), (5,1), (9,2), (14,1), (1,2), (21,1), (2,2), (12,1), (0,1), (11,1), (11,2), (0,2), (17,2), (14,2), (10,2), (13,1), (6,1), (1,1), (9,1), (10,1), (8,2), (7,2), (8,1), (2,1), (16,2)) ((15,2), (5,2), (17,1), (20,1), (6,2), (15,1), (19,1)) ((4,2), (3,1), (16,1), (18,1), (3,2), (18,2)) ((12,2), (21,2), (19,2), (13,2), (7,1)) "
"OP(27,7,5,3,3)",0,Solved,"0,1830","CriticalPath [9, 10, 11, 12]","1,0888","(\infty, (12,1), (15,2), (8,1), (14,2), (10,1), (19,2), (17,1), (18,2), (13,1), (0,1), (11,1), (11,2), (0,2), (10,2), (17,2), (12,2), (20,1), (16,1), (14,1), (21,1), (7,1), (3,2), (16,2), (4,1), (9,1), (2,2)) ((1,2), (7,2), (19,1), (3,1), (20,2), (1,1), (2,1)) ((6,2), (15,1), (18,1), (6,1), (4,2)) ((5,2), (9,2), (8,2)) ((13,2), (21,2), (5,1)) "
"OP(27,7,4,4,3)",0,Solved,"0,2990","CriticalPath [9, 10, 11, 12]","1,2727","(\infty, (4,1), (13,2), (7,1), (10,2), (20,1), (5,2), (1,1), (9,2), (18,1), (0,1), (11,1), (11,2), (0,2), (17,2), (14,2), (20,2), (5,1), (17,1), (14,1), (13,1), (8,1), (3,2), (7,2), (9,1), (15,1), (12,2)) ((16,2), (8,2), (16,1), (2,1), (1,2), (21,1), (6,1)) ((4,2), (10,1), (12,1), (3,1)) ((19,2), (18,2), (6,2), (21,2)) ((15,2), (2,2), (19,1)) "
